(title "Wall Shear Stress")
(labels "Position" "Wall Shear Stress")

((xy/key/label "healthy_wall")
-0.0150677	1.10787
-0.0150678	1.10776
-0.015367	1.10724
-0.0153669	1.10734
-0.006	4.30639
-0.006	4.30603
-0.00605015	4.22967
-0.00605014	4.23
-0.006	4.30924
-0.00605016	4.23278
-0.0147685	1.11016
-0.0147686	1.11005
0.0213503	1.1053
0.0213503	1.10051
0.02165	1.1181
0.02165	1.12285
0.0213503	1.11016
0.02165	1.12766
0.0213503	1.09673
0.02165	1.11435
0.0210506	1.07102
0.0210506	1.06612
-0.0144692	1.1146
-0.0144693	1.11451
-0.0213509	53.3837
-0.0213509	53.3775
-0.02165	89.3335
-0.02165	89.3385
-0.0213509	53.3775
-0.02165	89.3347
-0.01417	1.12178
-0.0141701	1.1217
0.0210506	1.07599
-0.0210517	8.99371
-0.0210517	8.99688
-0.0210517	9.00207
0.0210506	1.06227
-0.0138707	1.13171
-0.0138708	1.13164
-0.0207526	1.05008
-0.0207526	1.05808
-0.0207526	1.06584
0.0207509	1.04037
0.0207509	1.03528
-0.0135715	1.14452
-0.0135716	1.14447
-0.0204534	1.93104
-0.0204534	1.9325
-0.0204534	1.93526
-0.0132723	1.16043
-0.0132724	1.1604
0.0207509	1.04552
0.0207509	1.03128
-0.0201543	2.07343
-0.0201543	2.07241
-0.0201543	2.07228
0.0204512	1.01565
0.0204512	1.01035
-0.0129731	1.17966
-0.0129733	1.17966
-0.0198551	1.70995
-0.0198551	1.70921
-0.0198551	1.70872
-0.0126739	1.20245
-0.0126741	1.20248
0.0204512	1.021
0.0204512	1.00616
-0.019556	1.5393
-0.019556	1.53978
-0.019556	1.54002
0.0201515	0.993752
0.0201515	0.988321
-0.0123748	1.22905
-0.0123751	1.22911
-0.0192568	1.44901
-0.0192568	1.44964
-0.0192568	1.45001
-0.0120758	1.25976
-0.012076	1.25986
0.0201516	0.999243
0.0201515	0.984049
-0.0189576	1.38049
-0.0189576	1.38086
-0.0189577	1.3811
0.0198519	0.970933
0.0198518	0.965412
-0.0117768	1.29495
-0.0117771	1.29509
-0.0186584	1.32132
-0.0186585	1.32156
-0.0186585	1.32172
-0.011478	1.33502
-0.0114782	1.3352
0.0198519	0.97654
0.0198519	0.9611
-0.0183592	1.27306
-0.0183593	1.27331
-0.0183593	1.27346
0.0195522	0.946964
0.0195521	0.941313
-0.0111793	1.38048
-0.0111795	1.38072
-0.01806	1.23429
-0.0180601	1.23451
-0.0180601	1.23462
-0.0108806	1.43197
-0.0108809	1.43227
0.0195522	0.952753
0.0195522	0.936924
-0.0177608	1.20326
-0.0177609	1.20341
-0.0177609	1.20345
0.0192525	0.922196
0.0192525	0.916381
-0.0105821	1.49004
-0.0105824	1.4904
-0.0174616	1.17821
-0.0174617	1.17828
-0.0174617	1.17826
-0.0102834	1.55526
-0.0102837	1.5557
0.0192525	0.928221
0.0192525	0.911888
-0.0171624	1.158
-0.0171625	1.15802
-0.0171625	1.15795
0.0189528	0.896926
0.0189528	0.890912
-0.00998477	1.62906
-0.00998509	1.62958
-0.0168632	1.14191
-0.0168632	1.14189
-0.0168633	1.14178
-0.00968699	1.71253
-0.00968731	1.71314
0.0189528	0.903227
0.0189528	0.886302
-0.0165639	1.12939
-0.016564	1.12933
-0.0165641	1.1292
0.0186531	0.871175
0.0186531	0.864882
-0.00938947	1.80606
-0.0093898	1.80677
-0.0162647	1.11998
-0.0162648	1.1199
-0.0162648	1.11975
-0.00909226	1.91056
-0.00909259	1.91138
0.0186531	0.877803
0.0186531	0.860121
-0.0159655	1.1133
-0.0159655	1.11321
-0.0159656	1.11304
0.0183534	0.844984
0.0183534	0.838361
-0.00879539	2.02765
-0.00879572	2.02859
-0.0156662	1.10907
-0.0156663	1.10897
-0.0156664	1.10881
-0.00849888	2.1589
-0.0084992	2.15997
0.0183534	0.851962
0.0183534	0.833396
-0.0153671	1.10707
0.0180537	0.81848
0.0180536	0.811571
-0.00820278	2.30692
-0.00820309	2.30815
-0.0150679	1.10759
-0.0079071	2.47557
-0.00790739	2.47697
0.0180536	0.825743
0.0180537	0.806379
-0.0147687	1.10989
0.017754	0.791773
0.017754	0.784647
-0.00761188	2.66417
-0.00761214	2.66575
-0.0144694	1.11436
-0.00731659	2.87045
-0.00731683	2.87222
0.017754	0.799216
0.017754	0.779269
-0.0141702	1.12155
0.0174542	0.764956
0.0174543	0.757675
-0.00702325	3.10988
-0.00702345	3.11186
-0.013871	1.13151
-0.0067576	3.3711
-0.00675775	3.37332
0.0174542	0.772507
0.0174542	0.752206
-0.0135718	1.14435
0.0171545	0.737982
0.0171546	0.730652
-0.00654816	3.59776
-0.00654828	3.60019
-0.0132726	1.16031
-0.00638839	3.77768
-0.00638848	3.78029
0.0171545	0.745599
0.0171545	0.725179
-0.0129734	1.17959
0.0168548	0.710847
0.0168549	0.703508
-0.00627213	3.91872
-0.00627219	3.92146
-0.0126743	1.20243
